"year","TaxonName","CommonName","fao_rgn","stock_id","TaxonKey","tons"
2017,"Ablennes hians","Flat needlefish",34,"Ablennes_hians-34",600972,4825.13861
2018,"Ablennes hians","Flat needlefish",34,"Ablennes_hians-34",600972,3958.30998
2019,"Ablennes hians","Flat needlefish",34,"Ablennes_hians-34",600972,4543.549283
1950,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,99.9836859086
1951,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,99.9836851078
1952,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,199.9673186942
1953,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,299.951011079
1954,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,100.1686602444
1955,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,301.5048597796
1956,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,502.7337489
1957,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,403.005301363
1958,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,207.2551989238
1959,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,205.997441878
1960,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,104.1270177
1961,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,104.2750037
1962,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,208.7349374
1963,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,105.45878968
1964,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,934.1097632
1965,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,311.9740912
1966,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1140.3662106
1967,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1971.5699802
1968,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1977.8589302
1969,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,2599.575576
1970,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,2590.782712
1971,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,5701.163102
1972,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1866.7767564
1973,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,3731.926812
1974,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1762.279523
1975,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1467.0782392
1976,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1762.575483
1977,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4116.182454
1978,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,5160.269188
1979,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,5269.58977
1980,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,13157.38133
1981,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,16820.503556
1982,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,25247.87712
1983,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,11292.120526
1984,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,9001.766284
1985,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,16525.015202
1986,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,12457.614056
1987,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,12061.620518
1988,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,10957.473194
1989,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,14740.144082
1990,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,7833.925268
1991,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,7233.121866
1992,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,7033.692794
1993,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,10123.28081
1994,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,8232.226906
1995,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,11395.414318
1996,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,11222.632152
1997,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,9503.787614
1998,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,5450.077348
1999,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,6613.233464
2000,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4374.267826
2001,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,5069.775406
2002,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,3750.12481
2003,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4180.405844
2004,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,5296.41048
2005,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,6203.310824
2006,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4628.735092
2007,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4626.248974
2008,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4702.235556
2009,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4822.21474
2010,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,4308.297214
2011,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,3875.435994
2012,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,2225.177394
2013,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,2583.623898
2014,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1937.496979
2015,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1985.2024726
2016,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1231.847483
2017,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1185.4643576
2018,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,795.6566084
2019,"Acanthistius brasilianus","Argentine seabass",41,"Acanthistius_brasilianus-41",600351,1056.9480454
1950,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1937.6982394
1951,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1920.8481163
1952,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1905.815711
1953,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1836.0266489
1954,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1923.6683175
1955,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1905.1564328
1956,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1873.9263297
1957,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1854.2322627
1958,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1883.4316892
1959,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1833.4823669
1960,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1899.2557978
1961,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1893.6101972
1962,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1884.3777098
1963,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1967.8194966
1964,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1838.7919138
1965,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1835.8907588
1966,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2047.8993122
1967,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1929.7891472
1968,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1936.2094124
1969,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1939.2745226
1970,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1923.4565496
1971,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1928.7571952
1972,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1991.1321152
1973,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1960.7782062
1974,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2016.8110854
1975,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2107.7467656
1976,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2135.8849472
1977,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2128.8579658
1978,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2128.830984
1979,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2172.0852834
1980,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2368.7109528
1981,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2316.6791142
1982,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2266.7199478
1983,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2207.0343558
1984,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2035.5789936
1985,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2012.4039116
1986,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2055.227828
1987,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2022.992787
1988,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2075.572459
1989,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2035.958939
1990,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2039.7478208
1991,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2162.4430998
1992,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2023.7660314
1993,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2072.689042
1994,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2330.7551952
1995,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2259.207736
1996,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,2014.6342516
1997,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1867.7505552
1998,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1721.1160092
1999,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1881.1108348
2000,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1617.1271962
2001,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1590.4341282
2002,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1320.7552174
2003,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1211.0831558
2004,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1179.2796052
2005,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1075.4546758
2006,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1222.961721
2007,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,1080.0860258
2008,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,987.0830456
2009,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,964.2627906
2010,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,71.26081
2011,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,68.47877
2012,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,70.23176
2013,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,360.3222012
2014,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,696.786343
2015,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,702.7307396
2016,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,863.6242138
2017,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,234.4381416
2018,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,138.98356688
2019,"Acanthocardia tuberculata","Tuberculate cockle",37,"Acanthocardia_tuberculata-37",690752,229.7150097
1950,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,387.330230472109
1951,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,463.072221609671
1952,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,536.03524844525
1953,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,513.948278766788
1954,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,559.618975456702
1955,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,639.120870226575
1956,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,648.248892804206
1957,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,717.994616511779
1958,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,825.845438481452
1959,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,914.404083563656
1960,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1089.9958548005
1961,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1237.8038816457
1962,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1325.1893906137
1963,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1396.7680444377
1964,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1482.6955160857
1965,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1607.9377621856
1966,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1691.0616716372
1967,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,1906.7474412755
1968,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2158.237779898
1969,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2026.5304775302
1970,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2423.1007193015
1971,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2388.8217557495
1972,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2580.6829180937
1973,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2365.6705619488
1974,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2582.83352613602
1975,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2361.9907810316
1976,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2551.49573270319
1977,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2746.2333964132
1978,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,2943.18345849
1979,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3495.1489648058
1980,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3494.2891440794
1981,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4629.2570658652
1982,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3734.4409039934
1983,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3708.1030428526
1984,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3674.8860346746
1985,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3947.7188555763
1986,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3242.7870807458
1987,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3488.640524666
1988,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3856.2277168688
1989,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3008.9982746872
1990,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3381.9220405604
1991,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4292.686621056
1992,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,5052.2248708376
1993,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,5135.1918362681
1994,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4640.49894798496
1995,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4943.8279537336
1996,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4958.23323748226
1997,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,5344.6334155798
1998,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4623.86611091
1999,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,5505.7674596014
2000,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4006.997420264
2001,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4353.013255327
2002,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4590.0176256422
2003,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4599.261363959
2004,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,6075.6281175052
2005,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,5692.9291507026
2006,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,5809.5966722646
2007,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4765.1273577474
2008,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3776.0809070506
2009,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4875.890239
2010,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3588.9635975178
2011,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3115.0422847706
2012,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4383.320491365
2013,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4333.4406375275
2014,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4196.944140381
2015,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,3942.279376278
2016,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4893.638841993
2017,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4693.8184672756
2018,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4466.462949678
2019,"Acanthocybium solandri","Wahoo",31,"Acanthocybium_solandri-31",600089,4807.1169649112
1950,"Acanthocybium solandri","Wahoo",34,"Acanthocybium_solandri-34",600089,748.4789644
